7/1/14 7:15,7/1/14 7:20,11_1,290,Subscriber,Male,1984,41.945512,-87.64598,41.94018,-87.65304,0,1,1,7/1/14 8:13,sn__Gnj}uOiB{HgDfBkEvBtBzIBvL~DGvD?vDEtDGFlWAzDpJMAuBA{BzAA|EE,sn__Gnj}uOiB{HgDfBkEvBtBzIBvL~DGvD?vDEtDGFlWAzDpJMAuBA{BzAA|EE
7/1/14 8:13,7/1/14 8:17,11_1,209,Subscriber,Male,1973,41.94018,-87.65304,41.937725,-87.644095,1,1,1,7/1/14 8:20,sn__Gnj}uOiB{HgDfBkEvBtBzIBvL~DGvD?vDEtDGFlWAzDpJMAuBA{BzAA|EE,cm~~Fru~uOt@AEqGA}GMmSGgNjBBtJO?m@
7/1/14 8:20,7/1/14 8:23,11_1,195,Subscriber,Male,1973,41.937725,-87.644095,41.94018,-87.65304,2,1,1,7/1/14 13:18,cm~~Fru~uOt@A?~BBfJHtUTll@H`NkGHyGHmMHu@@_@KgFBcC@kJLwUPwl@d@kJJkJFkJHiJHEgH?qA,i}}~Fp~|uOGmLnBEtEKbBC@`NBbQeCfByAfAkGrE}AlAqEjDwAbA@hDDpK@pBmJHCqFzGG\?
7/1/14 13:18,7/1/14 13:58,11_1,2396,Subscriber,Male,1977,41.967096,-87.667429,41.880958,-87.616743,3,1,1,7/1/14 13:59,sn__Gnj}uOiB{HgDfBkEvBtBzIBvL~DGvD?vDEtDGFlWAzDpJMAuBA{BzAA|EE,euc_GlpavO?}@`H_AfAOCaGG{QCeLI}LG{JGqV?{MA}FD]O_Cp@m@n@k@tAy@PMPYvK}ApAIhBMdI[bAGzDa@bCe@`Bc@r@Qf@Gx@a@fDcAtB_@bCS~BK`EBrBBzB?tAMv@Ql@UzC{AvC{AnQwIhFcC`IeD|Aq@hD_BzAu@|A{@pByAv@k@~AqAnBqBh@s@hDaFhEuGzAqBnAwA`Aw@hAy@bB_AfDoArB]fAM|@GtA?X?F?\?bRHtAEtAKpB]~HaBx@OlMsChO_DdDc@pCc@jDu@pD_AzAe@vCcAnBy@vBcApAg@`KeEb@SdBm@|@Uv@IpBCxB?hEKjD]|Cc@vUqDbEu@lAWz@]t@e@t@s@j@w@d@}@h@aBZ_BJeALoFH}ATy@b@m@bAs@rI}EvD_CnEiCtHsE~FkDdDsB`@Qd@Mv@KhCAhB?`EA|NMv@Az@?lA?pACjAED?n@AnBFt@Db@Ht@T\Nn@`@t@|@Xd@r@bBrAtDh@|@VX^\h@`@bAd@z@Pb@B|B@@gCK?
7/1/14 13:59,7/1/14 14:02,11_1,197,Subscriber,Male,1977,41.880958,-87.616743,41.880958,-87.616743,4,1,1,7/1/14 15:43,_{r~FbtwuOJ?AvA?n@tAA`LKH~M@lDDbR?xAwFHNpTLjWFnL|BA?lE,_{r~FbtwuO
7/1/14 15:43,7/1/14 15:48,11_1,292,Subscriber,Male,1985,41.878724,-87.634793,41.88131982,-87.62952092,5,1,1,7/1/14 17:21,sn__Gnj}uOiB{HgDfBkEvBtBzIBvL~DGvD?vDEtDGFlWAzDpJMAuBA{BzAA|EE,_mr~Fld{uO@zA_C@}FBCeHGqQCcH{@@_A@
7/1/14 17:21,7/1/14 17:37,11_1,964,Subscriber,Male,1989,41.88131982,-87.62952092,41.911722,-87.626804,6,1,1,7/1/14 17:37,sn__Gnj}uOiB{HgDfBkEvBtBzIBvL~DGvD?vDEtDGFlWAzDpJMAuBA{BzAA|EE,o}r~FvbzuO{HFy@A?{H?cBAeCAeFAaF?_@G?sA@a@F_BL@eA@_@?_ACsJ@{EJmIKsIAyLAiCCs@QGg@Qk@Mo@EyBAgB?[GGEiAHkAJu@Fa@DoCF_D@eB?uBG_@CgC@oDDsCLSB_AV_@PuBrAaC|AmDtB_MpHqRbLi@b@]f@Qb@K`@MlASvGOhAOx@g@xAc@z@[d@[\c@^o@d@y@VuFhAmVvDiEj@gBNkABqDDeAFWQQG{AWyAOw@?iARc@NIFs@dAvArAVXZ`@d@|@f@a@fBu@
7/1/14 17:37,7/1/14 17:57,11_1,1165,Subscriber,Male,1989,41.911722,-87.626804,41.935733,-87.663576,7,1,1,7/1/14 18:50,sn__Gnj}uOiB{HgDfBkEvBtBzIBvL~DGvD?vDEtDGFlWAzDpJMAuBA{BzAA|EE,s{x~FfqyuOuAj@i@^_@w@c@q@iAeAg@a@KNiAPUHyCdCwAfAc@TCHALKDcA`@mClA}Bx@QJUHeBl@cEhAcHpAwFv@{FnAsJrBs@OcB?uB@a@@_@JN~A@DVdCX`DZ|DHvBDtLNnSA`DFfMLv\BrFuAzBkG|JiGlJgDlFkGxJgHtKa@l@a@p@kBxCeNdTuBbDlAC
7/1/14 18:50,7/1/14 19:03,11_1,794,Subscriber,Female,1988,41.935733,-87.663576,41.954383,-87.648043,8,1,1,7/1/14 19:31,sn__Gnj}uOiB{HgDfBkEvBtBzIBvL~DGvD?vDEtDGFlWAzDpJMAuBA{BzAA|EE,iq}~Fzx`vOmABoHhLaBlCaElGsBxCwLNcHFwGDu@@_@KgFBcC@kJLkJHqUPKg@AcACgOCkMUmm@GyHCaNC{HGiOf@?
7/1/14 19:31,7/1/14 19:41,11_1,635,Customer,,NA,41.954383,-87.648043,41.936669,-87.636794,9,1,1,7/1/14 20:05,sn__Gnj}uOiB{HgDfBkEvBtBzIBvL~DGvD?vDEtDGFlWAzDpJMAuBA{BzAA|EE,{ea_Grv}uOg@?CyEE_I?]tAU~BOx@Gb@StA@lC@vAE~AYpAg@rMyGvN}G`H}C|DaBlAk@vEwBJNd@IfA[bA_@pBeAbB_AdAe@bB}@|@m@d@YfCkA|Bu@nA]\G
